Id,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,GarageYrBlt_missing,TotalSF,TotalPorchSF,TotalSqFoot,TotalBath,Age,RemodAge,IsNew,IsRemodeled,HasGarage,HasBasement,HasFireplace,HasPool,Has2ndFloor,OverallQual_x_TotalSF,OverallQual_x_GrLivArea,Qual_x_Cond,ExterQual_x_TotalSF,KitchenQual_x_TotalSF,BsmtQual_x_TotalBsmtSF,GrLivArea_by_TotalSF,OverallQual_by_Age,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_None,Alley_Pave,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Shed,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1,18.41154346484229,19.212182313188084,3,2,7,5,2003,2003,19.577286340903363,4,3,4,3,1,6,145.4205148601849,1,0.0,29.982201328576853,856.0,5,1,11.69262258528247,1131.528673779456,0.0,9.17483772714036,1.0,0.0,2,1,3,0.7509532601580807,4,8,8,0,0,14.187526814497952,2,2.0,548.0,3,3,2,0.0,12.070774487884862,0.0,0.0,0.0,0.0,0,0,0.0,0,40.554817576220906,18.71877821323473,39.795350046854516,3.5,5,5,0,0,1,1,0,0,1,49.290293749509985,30.047888557523173,35,12.389902930423217,15.923826422640099,298.16068291559924,0.5305694093385116,0.8198113943663905,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2,20.99629980640759,19.71220477890197,3,2,6,8,1976,1976,0.0,3,3,4,3,4,5,183.46140052329284,1,0.0,44.12032137263247,1262.0,5,1,12.792276226358874,0.0,0.0,8.723720606996299,0.0,0.7097653693413658,2,0,3,0.7509532601580807,3,6,8,1,3,14.145138012244155,2,2.0,460.0,3,3,2,56.08742151686197,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,40.30833096732055,51.5643327954359,40.84763643197227,2.5,31,31,0,0,1,1,1,0,0,46.884022624967486,26.816138155793432,48,11.861661534749517,15.105935822060594,383.7409185856127,0.4179087751060975,0.17408435040681378,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3,18.94632418255654,20.347240908682487,2,2,7,5,2001,2002,17.894859200067803,4,3,4,3,2,6,111.37042315760677,1,0.0,56.87526751481841,920.0,5,1,11.89203905911452,1148.2024480955029,0.0,9.240028212450417,1.0,0.0,2,1,3,0.7509532601580807,4,6,8,1,3,14.184403604277843,2,2.0,608.0,3,3,2,0.0,9.894089170086216,0.0,0.0,0.0,0.0,0,0,0.0,0,41.35784316406906,14.642534786419894,40.45413280398505,3.5,7,6,0,1,1,1,1,0,1,50.06247802525059,30.371498350887876,35,12.483162891205279,16.069465502384148,312.474659935279,0.5264311366369051,0.6591986786074474,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
4,17.497575966520724,19.691552676807884,2,2,7,5,1915,1970,0.0,3,3,3,4,1,5,62.2331132000659,1,0.0,64.7835566916709,756.0,4,1,12.013683020322897,995.8001351358171,0.0,9.180955435860335,1.0,0.0,1,0,3,0.7509532601580807,4,7,8,1,4,14.179713812657004,1,3.0,642.0,3,3,2,0.0,8.96013879272921,16.029412393368844,0.0,0.0,0.0,0,0,0.0,0,40.0053872456855,52.53653087584911,40.625144174818125,2.0,91,36,0,1,1,1,1,0,1,48.76023560680355,30.078162497155812,35,11.826561886820656,15.823114665451735,228.04470189119453,0.548501133860964,0.07373606659617296,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
5,21.651481996885728,21.32515985291932,2,2,8,5,2000,2000,25.618140476425605,4,3,4,3,3,6,137.84235433024233,1,0.0,61.142952572824505,1145.0,5,1,12.510587913259403,1409.4030894591735,0.0,9.553354572104181,1.0,0.0,2,1,4,0.7509532601580807,4,9,8,1,3,14.182841004523032,2,3.0,836.0,3,3,2,42.179737929367306,14.259257531365835,0.0,0.0,0.0,0.0,0,0,0.0,0,44.70328312111453,49.13857116904263,44.70899988177949,3.5,8,8,0,0,1,1,1,0,1,55.35762507632301,33.01678341498335,40,12.8572798014325,16.657442043444817,360.23172765337387,0.52482164360866,0.667313019976436,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6,21.813290954595615,21.282282796539835,2,2,5,5,1993,1995,0.0,3,3,4,3,1,6,149.22208381794624,1,0.0,17.71386553885194,796.0,5,1,11.493820273589396,735.1959953322456,0.0,8.836249443622556,1.0,0.0,1,1,1,0.7509532601580807,3,5,8,0,0,14.171884182186483,1,2.0,480.0,3,3,2,14.897034100380074,8.2302108873985,0.0,7.116455959993467,0.0,0.0,0,3,6.9385604506943395,0,38.03708229090315,61.03366196675665,39.35435878360308,2.5,16,14,0,1,1,1,0,0,1,42.42375163132792,26.11160359254932,25,11.593396902133088,14.695163397921922,284.39437481206755,0.5074882150064917,0.26287969707157977,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7,20.158381260917363,19.907528872852918,3,2,8,5,2004,2005,19.101209580038987,4,3,5,3,3,6,233.09955716883888,1,0.0,47.130801914900644,1686.0,5,1,13.670207259396387,0.0,0.0,9.160765033266426,1.0,0.0,2,0,3,0.7509532601580807,4,7,8,1,4,14.189087426187385,2,2.0,636.0,3,3,2,50.71010543591491,11.6467978984478,0.0,0.0,0.0,0.0,0,0,0.0,0,44.88424792406402,53.07185919081904,45.03339712586508,3.0,3,2,0,1,1,1,1,0,0,55.53493218354179,30.979654425833843,40,12.87689156348154,16.688429536127252,535.369889609313,0.41878226678419866,1.1943176378757765,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
8,20.99629980640759,20.023861568757013,2,2,7,6,1973,1973,21.521129645282958,3,3,4,3,2,5,167.2581941147203,4,4.75030038658039,37.410763282943584,1107.0,5,1,12.413831308023239,1311.3393816805533,0.0,9.476972428982213,1.0,0.0,2,1,3,0.7509532601580807,3,7,8,2,3,14.140397821243571,2,2.0,484.0,3,3,2,48.096081052211545,22.305533729382265,14.966037909796743,0.0,0.0,0.0,0,0,6.168380686399432,0,43.976119382322004,85.27829968350741,45.78133914513864,3.5,36,36,0,0,1,1,1,0,1,52.560088685190486,31.56660873911348,42,12.271284014721457,15.739123696766791,352.4161869665071,0.5223698399213622,0.17554308846910682,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
9,15.771053067578785,17.98987134386776,3,2,7,5,1931,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,90.66412495268396,952.0,4,1,12.186750882025454,990.2776347227001,0.0,9.22991139334456,0.0,0.0,2,0,2,1.2485336828407578,3,8,7,2,3,14.073383820784445,1,2.0,468.0,2,3,2,25.660375970569127,0.0,14.354401147781415,0.0,0.0,0.0,0,0,0.0,0,41.47032259844421,51.237743110248566,41.87313245231538,2.0,77,58,0,1,1,1,1,0,1,50.17040111046408,30.32113153565545,35,11.994438136239166,15.310390855263805,264.9720340949956,0.5204107375006629,0.08649877550835387,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
10,15.57191970105525,18.712543705168287,3,2,5,6,1939,1950,0.0,3,3,3,3,1,6,166.1461753688411,1,0.0,28.74582290376958,991.0,5,1,12.335431399519656,0.0,0.0,8.491307734694054,1.0,0.0,1,0,2,1.2485336828407578,3,5,8,2,3,14.086243227218915,2,1.0,205.0,4,3,2,0.0,2.3664467172744255,0.0,0.0,0.0,0.0,0,0,0.0,0,37.440424842208756,2.737891046820724,36.48523780055296,2.0,69,58,0,1,1,1,1,0,0,41.89182275423756,24.6076841978922,30,11.52089179372569,14.584673827809945,271.9861261498112,0.43251802835688646,0.06935110743048303,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
